No.,"Common Codes
Version",CCN,Code set nr,Code Set,Code Set Owner,Date Raised,Status ,Description,Next steps
,v7.1,INC0132702,TCC28,Positions - Olympic,Jam Mulcare,2011-11-29T00:00:00+00:00,Closed,Modified for CS the positions code,Complete--change has been implemented
,v7.1,IDS Initiated,TCC31,Record - Paralympic,Jam Mulcare,2011-11-29T00:00:00+00:00,Closed,Modified for SW some orders according with the class numbering,Complete--change has been implemented
,v7.1,INC0133054,TCC30,Record - Olympic,Jam Mulcare,2011-11-29T00:00:00+00:00,Closed,Deleted all MP Records,Complete--change has been implemented
,v7.1,INC0133054,TCC30,Record - Olympic,Jam Mulcare,2011-11-29T00:00:00+00:00,Closed,Added all MP Records,Complete--change has been implemented
,v7.1,INC0133054,TCC32,Record Type - Olympic,Jam Mulcare,2011-11-29T00:00:00+00:00,Closed,Added all MP Record Types,Complete--change has been implemented
,v7.1,IIKM,OCC004,Website,ATOS,2011-11-29T00:00:00+00:00,Closed,Updated French Translation Cycle 2,Complete--change has been implemented
,v7.1,IIKM,OCC005,Function - Olympic,ATOS,2011-11-29T00:00:00+00:00,Closed,Updated French Translation Cycle 2,Complete--change has been implemented
,v7.1,IIKM,OCC015,Session Type,ATOS,2011-11-29T00:00:00+00:00,Closed,Updated French Translation Cycle 2,Complete--change has been implemented
,v7.1,IIKM,OCC019,Website Type,ATOS,2011-11-29T00:00:00+00:00,Closed,Updated French Translation Cycle 2,Complete--change has been implemented
,v7.1,IIKM,TCC08,Event - Olympic,Jam Mulcare,2011-11-29T00:00:00+00:00,Closed,Updated French Translation Cycle 2,Complete--change has been implemented
,v7.1,IIKM,TCC10,Event Unit - Olympic,Jam Mulcare,2011-11-29T00:00:00+00:00,Closed,Updated French Translation Cycle 2,Complete--change has been implemented
,v7.1,IIKM,TCC32,Record Type - Olympic,Jam Mulcare,2011-11-29T00:00:00+00:00,Closed,Updated French Translation Cycle 2,Complete--change has been implemented
,v7.1,IIKM,OCC007,Location - Olympic,ATOS,2011-11-30T00:00:00+00:00,Closed,Updated French Translation Cycle 2,Complete--change has been implemented
,v7.1,IIKM,OCC021,Weather Region,ATOS,2011-11-30T00:00:00+00:00,Closed,Updated French Translation Cycle 2,Complete--change has been implemented
,v7.1,IIKM,TCC28,Positions - Olympic,Jam Mulcare,2011-11-30T00:00:00+00:00,Closed,Updated French Translation Cycle 2,Complete--change has been implemented
,v7.1,IIKM,TCC25,Phase - Olympic,Jam Mulcare,2011-11-30T00:00:00+00:00,Closed,Updated French Translation Cycle 2,Complete--change has been implemented
,v7.1,IDS Initiated,TCC30,Record - Olympic,Jam Mulcare,2011-11-30T00:00:00+00:00,Closed,"Modified Order for AR, AT, CF FE, SH, SW",Complete--change has been implemented
,v7.1,BME,TCC30,Record - Olympic,Jam Mulcare,2011-11-30T00:00:00+00:00,Closed,Added new column 'RSC event level',Complete--change has been implemented
,v7.1,IDS Initiated,TCC30,Record - Olympic,Jam Mulcare,2011-11-30T00:00:00+00:00,Closed,Modified CT M/W 001 0 00 to CT M/W 001 9 00,Complete--change has been implemented
,v7.1,BME,TCC31,Record - Paralympic,Jam Mulcare,2011-11-30T00:00:00+00:00,Closed,Added new column 'RSC event level',Complete--change has been implemented
,v7.1,BME,TCC31,Record - Paralympic,Jam Mulcare,2011-11-30T00:00:00+00:00,Closed,Modified Order for AR,Complete--change has been implemented
,v7.1,INC0133548,TCC11,Event Unit - Paralympic,Jam Mulcare,2011-11-30T00:00:00+00:00,Closed,"Modified schedule flag for CT M 011 1 event units= 01, 02, 10, 11, 12, 20, 21, 22, 30, 31, 32, 40, 41 and 42. 
Modified schedule flag for CT M 011 2 01/02. 
Modified schedule flag for CT M 011 3 01/02/03/04. ",Complete--change has been implemented
,v7.1,IDS Initiated,TCC11,Event Unit - Paralympic,Jam Mulcare,2011-11-30T00:00:00+00:00,Closed,Added GB M/W 400 3 00,Complete--change has been implemented
,v7.1,IDS Initiated,TCC10,Event Unit - Olympic,Jam Mulcare,2011-12-02T00:00:00+00:00,Closed,Added two columns for Header values: Level & Order,Complete--change has been implemented
,v7.1,IDS Initiated,TCC11,Event Unit - Paralympic,Jam Mulcare,2011-12-02T00:00:00+00:00,Closed,Added two columns for Header values: Level & Order,Complete--change has been implemented
,v7.1,IDS Initiated,OCC032,Header Values Pattern,ATOS,2011-12-02T00:00:00+00:00,Closed,Created a new table to store the possible patterns for Header Values,Complete--change has been implemented
,v7.1,BME,OCC008,Location - Paralympic,ATOS,2011-12-02T00:00:00+00:00,Closed,Added new location SW1,Complete--change has been implemented
,v7.1,BME,TCC44,Field of Play - Paralympic,James Savage,2011-12-02T00:00:00+00:00,Closed,Asked IKM to add the location SW1,Complete--change has been implemented
,v7.1,INC0127260,TCC44,Field of Play - Paralympic,James Savage,2011-12-02T00:00:00+00:00,Closed,Asked IKM to modify the location W10 for WT,Complete--change has been implemented
,v7.1,IDS Initiated,TCC04,Discipline - Olympic,James Savage,2011-12-02T00:00:00+00:00,Closed,Added a two columns to control which discipline is frozen and when,Complete--change has been implemented
,v7.1,IDS Initiated,TCC05,Discipline - Paralympic,James Savage,2011-12-02T00:00:00+00:00,Closed,Added a two columns to control which discipline is frozen and when,Complete--change has been implemented
,v7.1,IDS Initiated,OCC009,Organisation - Olympic,ATOS,2011-12-05T00:00:00+00:00,Closed,Added CIS as historical NOC,Complete--change has been implemented
,v7.1,IDS Initiated,TCC23,National Olympic Committees (NOC),Sue Whitworth,2011-12-05T00:00:00+00:00,Closed,Asked IKM to add the historical NOC CIS,Complete--change has been implemented
,v7.1,IDS Initiated,TCC11,Event Unit - Paralympic,Jam Mulcare,2011-12-05T00:00:00+00:00,Closed,"Deleted GBM000Y00 and GBW000Y00.
Added GB0000Y00",Complete--change has been implemented
,v7.1,IDS Initiated,TCC25,Phase - Olympic,Jam Mulcare,2011-12-05T00:00:00+00:00,Closed,"Deleted GAW499A, GAM499A, GAW499B, GAM499B, GAW499C, GAM499C, GAW499D and GAW499E, because there're not event units associated.",Complete--change has been implemented
,v7.1,IDS Initiated,TCC25,Phase - Olympic,Jam Mulcare,2011-12-05T00:00:00+00:00,Closed,"Deleted FE M 001 A/B/C/D, FE M 002 A/B/C/D, FE M 003 A/B/C/D, FE W 001 A/B/C/D, FE W 002 A/B/C/D and FE W 003 A/B/C/D, because there're not event units associated.",Complete--change has been implemented
,v7.1,IDS Initiated,TCC25,Phase - Olympic,Jam Mulcare,2011-12-05T00:00:00+00:00,Closed,"Deleted SAW010Y, because there're not event units associated.",Complete--change has been implemented
,v7.1,IDS Initiated,TCC25,Phase - Olympic,Jam Mulcare,2011-12-05T00:00:00+00:00,Closed,"Deleted WPW0000 and WPM0000, because there're not event units associated.",Complete--change has been implemented
,v7.1,IDS Initiated,TCC10,Event Unit - Olympic,Jam Mulcare,2011-12-05T00:00:00+00:00,Closed,Added the eventunits WPM000Y00 and WPW000Y00,Complete--change has been implemented
,v7.1,IDS Initiated,TCC30,Record - Olympic,Jam Mulcare,2011-12-06T00:00:00+00:00,Closed,"Deleted FEM402 and FEW403, because these events do not exist for this games.
Added FEM401 and FEW402",Complete--change has been implemented
,v7.1,IDS Initiated,TCC11,Event Unit - Paralympic,Jam Mulcare,2011-12-06T00:00:00+00:00,Closed,Added for BO X 203/204/402 A/B/C/D the eventunits 00,Complete--change has been implemented
,v7.1,IDS Initiated,TCC31,Record - Paralympic,Jam Mulcare,2011-12-07T00:00:00+00:00,Closed,"Modified descriptions for SHM102, SHW103, SHX202 and SHX203",Complete--change has been implemented
,v7.1,IDS Initiated,TCC25,Phase - Olympic,Jam Mulcare,2011-12-07T00:00:00+00:00,Closed,Added all the phases for the WL fake events 'Clean & jerk' and 'Snatch'. That's necessary for importing historical records.,Complete--change has been implemented
,v7.1,IDS Initiated,TCC10,Event Unit - Olympic,Jam Mulcare,2011-12-07T00:00:00+00:00,Closed,"Added all the eventunits for the WL fake events 'Clean & jerk' and 'Snatch', to synchronize with TCC25 and TCC08. That's necessary for importing historical records.",Complete--change has been implemented
,v7.1,INC0135539,TCC10,Event Unit - Olympic,Jam Mulcare,2011-12-07T00:00:00+00:00,Closed,Modified medal flag to 'N' for EQX401902 ,Complete--change has been implemented
,v7.1,INC0134078,OCC007,Location - Olympic,ATOS,2011-12-07T00:00:00+00:00,Closed,Added a new location BD4 for BD,Complete--change has been implemented
,v7.1,INC0134078,TCC13,Field of Play - Olympic,James Savage,2011-12-07T00:00:00+00:00,Closed,Asked IKM to add the location BD4 for BD,Complete--change has been implemented
,v7.1,IDS Initiated,TCC31,Record - Paralympic,Jam Mulcare,2011-12-07T00:00:00+00:00,Closed,"Modified the Id for CT, in order to start the extra character in 1 for the events with more than one record",Complete--change has been implemented
,v7.2,IDS Initiated,TCC31,Record - Paralympic,Jam Mulcare,2011-12-12T00:00:00+00:00,Closed,Splitted AT records into classes,Complete--change has been implemented
,v7.2,IDS Initiated,TCC25,Phase - Olympic,Jam Mulcare,2011-12-12T00:00:00+00:00,Closed,"Deleted BX W 000 Z and BX M 000 Z, because there're not event units associated.",Complete--change has been implemented
,v7.2,IDS Initiated,TCC08,Event - Olympic,Jam Mulcare,2011-12-12T00:00:00+00:00,Closed,Deleted SA 0 RAB,Complete--change has been implemented
,v7.2,IDS Initiated,TCC25,Phase - Olympic,Jam Mulcare,2011-12-12T00:00:00+00:00,Closed,"Deleted SA 0 RAB, to synchronize with TCC08",Complete--change has been implemented
,v7.2,IDS Initiated,TCC10,Event Unit - Olympic,Jam Mulcare,2011-12-12T00:00:00+00:00,Closed,"Deleted SA 0 RAB, to synchronize with TCC08 and TCC25",Complete--change has been implemented
,v7.2,IDS Initiated,TCC10,Event Unit - Olympic,Jam Mulcare,2011-12-12T00:00:00+00:00,Closed,"Added a new column called ""Notes""",Complete--change has been implemented
,v7.2,IDS Initiated,TCC10,Event Unit - Olympic,Jam Mulcare,2011-12-12T00:00:00+00:00,Closed,"Update column ""Notes"" for discipline=CT, schedule=Y, cisSchedule=N and infoSchedule=N",Complete--change has been implemented
,v7.2,IDS Initiated,TCC09,Event - Paralympic,Jam Mulcare,2011-12-13T00:00:00+00:00,Closed,"Added order for the following disciplines: AR,AT,BO,CR,CT,EQ,FB,FT,GB,PO,RO,SA,SH,SW,TT,WB,WF,WR and WT",Complete--change has been implemented
,v7.2,IDS Initiated,TCC10,Event Unit - Olympic,Jam Mulcare,2011-12-13T00:00:00+00:00,Closed,Added new the following eventunits: GRW001998 / GRW001999 and GRW400998/GRW400999,Complete--change has been implemented
,v7.2,IDS Initiated,TCC10,Event Unit - Olympic,Jam Mulcare,2011-12-13T00:00:00+00:00,Closed,"Modified Schedule for GRW001900 and GRW400900, set it to N",Complete--change has been implemented
,v7.2,IDS Initiated,TCC10,Event Unit - Olympic,Jam Mulcare,2011-12-13T00:00:00+00:00,Closed,"Modified cisSchedule for GRW001901, GRW001902, GRW001903, GRW001904, GRW400901 and GRW400902, set it to N",Complete--change has been implemented
,v7.2,INC0138217,TCC26,Phase - Paralympic,Jam Mulcare,2011-12-13T00:00:00+00:00,Closed,"Added WBM000Y and WBW000Y, for the daily schedule",Complete--change has been implemented
,v7.2,INC0138217,TCC11,Event Unit - Paralympic,Jam Mulcare,2011-12-13T00:00:00+00:00,Closed,Added WB M/W 000 Y event units from 00 to 31,Complete--change has been implemented
,v7.2,INC0138467,TCC26,Phase - Paralympic,Jam Mulcare,2011-12-14T00:00:00+00:00,Closed,"Deleted FBM000Y8 and FTM000Y8.
Added FB0000Y8",Complete--change has been implemented
,v7.2,INC0138467,TCC11,Event Unit - Paralympic,Jam Mulcare,2011-12-14T00:00:00+00:00,Closed,"Deleted all the eventunits with phase FBM000Y8 and FTM000Y8.
Added all the eventunits for phase FB0000Y8, to synchronize with TCC26",Complete--change has been implemented
,v7.2,INC0136887,OCC007,Location - Olympic,ATOS,2011-12-14T00:00:00+00:00,Closed,Added a new location TK2 for TK,Complete--change has been implemented
,v7.2,INC0136887,TCC13,Field of Play - Olympic,James Savage,2011-12-14T00:00:00+00:00,Closed,Asked IKM to add the location TK2 for TK,Complete--change has been implemented
,v7.2,IDS Initiated,TCC32,Record Type - Olympic,Jam Mulcare,2011-12-20T00:00:00+00:00,Closed,"Added a new column called ""Notes""",Complete--change has been implemented
,v7.2,IDS Initiated,TCC32,Record Type - Olympic,Jam Mulcare,2011-12-20T00:00:00+00:00,Closed,"Update column ""Notes"" for discipline=MP, recordtype=WR, =WR, OR and =OR",Complete--change has been implemented
,v7.2,INC0139909,TCC11,Event Unit - Paralympic,Jam Mulcare,2011-12-21T00:00:00+00:00,Closed,"Deleted, for Discipline=WR, all event units in phase=3",Complete--change has been implemented
,v7.2,INC0139909,TCC26,Phase - Paralympic,Jam Mulcare,2011-12-21T00:00:00+00:00,Closed,"Deleted, for Discipline=WR, phase=3, to synchronize with TCC11",Complete--change has been implemented
,v7.2,INC0139909,TCC11,Event Unit - Paralympic,Jam Mulcare,2011-12-21T00:00:00+00:00,Closed,"Added, for Discipline=WR and Phase=2, event units= 03 and 04",Complete--change has been implemented
,v7.2,INC0138343,TCC11,Event Unit - Paralympic,Jam Mulcare,2011-12-21T00:00:00+00:00,Closed,"Added daily schedule for AR, both Men and Women.",Complete--change has been implemented
,v7.2,INC0138343,TCC26,Phase - Paralympic,Jam Mulcare,2011-12-21T00:00:00+00:00,Closed,"Added daily schedule for AR, both Men and Women, to synchronize with TCC11",Complete--change has been implemented
,v7.2,INC0138493,OCC007,Location - Olympic,ATOS,2011-12-21T00:00:00+00:00,Closed,Added a new location TT9 for TT,Complete--change has been implemented
,v7.2,INC0138493,TCC13,Field of Play - Olympic,James Savage,2011-12-21T00:00:00+00:00,Closed,Asked IKM to add the location TT9 for TT,Complete--change has been implemented
,v7.2,INC0141330,TCC11,Event Unit - Paralympic,Jam Mulcare,2012-01-05T00:00:00+00:00,Closed,Modified ENG Description for ATW360; Women's instead of W,Complete--change has been implemented
,v7.2,INC0143166,TCC10,Event Unit - Olympic,Jam Mulcare,2012-01-06T00:00:00+00:00,Closed,Modified French Description for FEW402 and FEM401,Complete--change has been implemented
,v7.2,INC0143322,TCC25,Phase - Olympic,Jam Mulcare,2012-01-06T00:00:00+00:00,Closed,Modified descriptions for CS; use 'Semi-final' instead of 'Semifinal',Complete--change has been implemented
,v7.2,INC0143322,TCC10,Event Unit - Olympic,Jam Mulcare,2012-01-06T00:00:00+00:00,Closed,Modified descriptions for CS; use 'Semi-final' instead of 'Semifinal',Complete--change has been implemented
,v7.2,INC0136872,OCC007,Location - Olympic,ATOS,2012-01-06T00:00:00+00:00,Closed,Added a new location TK3 for TK,Complete--change has been implemented
,v7.2,INC0136872,TCC13,Field of Play - Olympic,James Savage,2012-01-06T00:00:00+00:00,Closed,Asked IKM to add the location TK3 for TK,Complete--change has been implemented
,v7.2,INC0143469,TCC10,Event Unit - Olympic,Jam Mulcare,2012-01-06T00:00:00+00:00,Closed,Added SY Draw 3,Complete--change has been implemented
,v7.2,INC0144119,OCC005,Function - Olympic,ATOS,2012-01-09T00:00:00+00:00,Closed,"Added RU, 'Reserve Umpire' as new function for HO",Complete--change has been implemented
,v7.2,INC0136870,OCC007,Location - Olympic,ATOS,2012-01-09T00:00:00+00:00,Closed,Added a new location TK4 for TK,Complete--change has been implemented
,v7.2,INC0136870,TCC13,Field of Play - Olympic,James Savage,2012-01-09T00:00:00+00:00,Closed,Asked IKM to add the location TK4 for TK,Complete--change has been implemented
,v7.2,INC0143535,TCC11,Event Unit - Paralympic,Jam Mulcare,2012-01-09T00:00:00+00:00,Closed,Modified CT descriptions to ensure consistency,Complete--change has been implemented
,v7.2,INC0144238,TCC25,Phase - Olympic,Jam Mulcare,2012-01-09T00:00:00+00:00,Closed,Added Daily Schedule Phase (Y) for GR,Complete--change has been implemented
,v7.2,INC0144238,TCC10,Event Unit - Olympic,Jam Mulcare,2012-01-09T00:00:00+00:00,Closed,Added Daily Schedule Event Units for GR,Complete--change has been implemented
,v7.2,INC0144426,TCC26,Phase - Paralympic,Jam Mulcare,2012-01-10T00:00:00+00:00,Closed,Added Daily Schedule Phase (Y) for WR,Complete--change has been implemented
,v7.2,INC0144426,TCC11,Event Unit - Paralympic,Jam Mulcare,2012-01-10T00:00:00+00:00,Closed,Added Daily Schedule Event Units for WR,Complete--change has been implemented
,v7.2,IDS Initiated,TCC11,Event Unit - Paralympic,Jam Mulcare,2012-01-10T00:00:00+00:00,Closed,"Added Daily Schedule Event Unit 00, where it was misino",Complete--change has been implemented
,v7.2,IDS Initiated,TCC10,Event Unit - Olympic,Jam Mulcare,2012-01-10T00:00:00+00:00,Closed,"Added Daily Schedule Event Unit 00, where it was misino",Complete--change has been implemented
,v7.2,INC0136870,OCC007,Location - Olympic,ATOS,2012-01-10T00:00:00+00:00,Closed,Modified the location TK4,Complete--change has been implemented
,v7.2,IDS Initiated,TCC10,Event Unit - Olympic,Jam Mulcare,2012-01-10T00:00:00+00:00,Closed,Updated values in 'Level' and 'Order',Complete--change has been implemented
,v7.2,INC0145521,TCC25,Phase - Olympic,Jam Mulcare,2012-01-12T00:00:00+00:00,Closed,Modified TK Descriptions to reach consistency,Complete--change has been implemented
,v7.2,INC0145775,TCC26,Phase - Paralympic,Jam Mulcare,2012-01-12T00:00:00+00:00,Closed,Modified AR Descriptions to reach consistency,Complete--change has been implemented
,v7.2,INC0145775,TCC11,Event Unit - Paralympic,Jam Mulcare,2012-01-12T00:00:00+00:00,Closed,Modified AR Descriptions to reach consistency,Complete--change has been implemented
,v7.2,IDS Initiated,TCC26,Phase - Paralympic,Jam Mulcare,2012-01-12T00:00:00+00:00,Closed,"Deleted ARM000Y and ARW000Y.
Added AR0000Y",Complete--change has been implemented
,v7.2,IDS Initiated,TCC11,Event Unit - Paralympic,Jam Mulcare,2012-01-12T00:00:00+00:00,Closed,"Deleted ARM000Y and ARW000Y.
Added AR0000Y.",Complete--change has been implemented
,v7.2,INC0145776,TCC10,Event Unit - Olympic,Jam Mulcare,2012-01-12T00:00:00+00:00,Closed,Added a new meeting for CR: CR0000Q00 and CR0000Q02,Complete--change has been implemented
,v7.2,INC0144652,TCC10,Event Unit - Olympic,Jam Mulcare,2012-01-12T00:00:00+00:00,Closed,"Deleted event units not used for AT: AT M/W 001 3, AT M/W 002 3, AT M/W 004 3, AT M/W 008 3, AT W 011 3, AT M 012 3, AT M/W 044 3, AT W 050 3, AT M/W 033 2, AT M/W 050 2, AT M/W 401 2, AT M/W 404 2, AT M/W 100 9",Complete--change has been implemented
