Discipline,Gender,Event,phase,type,ENG Description,FRA Description,POR Description,SPA Description,ENG longdescription,FRA longdescription,POR longdescription,SPA longdescription,ENG phase Description,FRA phase Description,POR phase Description,SPA phase Description
RO,M,022,8,3,Men's Double Sculls Repechages,"Deux de Couple Homme, repêchages","Double-skiff masculino, repescagens","Doble par remos cortos masc, repescas",Men's Double Sculls Repechages,"Deux de Couple Homme, repêchages","Double-skiff masculino, repescagens","Doble par de remos cortos masculino, repescas",Repechages,Repêchages,Repescagens,Repescas
RO,M,022,9,3,Men's Double Sculls Heats,"Deux de Couple Homme, éliminatoires","Double-skiff masculino, eliminatórias","Doble par remos cortos masc, mangas elim",Men's Double Sculls Heats,"Deux de Couple Homme, éliminatoires","Double-skiff masculino, eliminatórias","Doble par de remos cortos masculino, mangas eliminatorias",Heats,Éliminatoires,Eliminatórias,Mangas eliminatorias
RO,M,022,M,6,Men's Double Sculls Victory Ceremony,"Deux de Couple Homme, remise médailles","Double-skiff masculino, cer. premiação","Doble par remos cortos masc,cer medallas",Men's Double Sculls Victory Ceremony,"Deux de Couple Homme, cérémonie de remise des médailles","Double-skiff masculino, cerimônia de entrega das medalhas","Doble par de remos cortos masculino, ceremonia de entrega de medallas",Victory Ceremony,Cérémonie de remise des médailles,Cerimônia de entrega das medalhas,Ceremonia de entrega de medallas
RO,M,022,P,3,Men's Double Sculls Pre. Race for Ln,"Deux de Couple Homme, prélim. couloirs","Double-skiff masc, baterias classific","Doble par remos cortos masc,prel. calles",Men's Double Sculls Preliminary Race for Lanes,"Deux de Couple Homme, course préliminaire pour les couloirs","Double-skiff masculino, baterias classificatórias","Doble par de remos cortos masculino, regata preliminar para calles",Preliminary Race for Lanes,Course préliminaire pour les couloirs,Baterias classificatórias,Regata preliminar para calles
RO,M,041,0,8,Men's Four,Quatre de Pointe Homme,Quatro sem masculino,Cuatro sin timonel masculino,Men's Four,Quatre de Pointe Sans Barreur Homme,Quatro sem masculino,Cuatro sin timonel masculino,"","","",
RO,M,041,1,3,Men's Four Finals,"Quatre de Pointe Homme, finales","Quatro sem masculino, finais","Cuatro sin timonel masc, finales",Men's Four Finals,"Quatre de Pointe Sans Barreur Homme, finales","Quatro sem masculino, finais","Cuatro sin timonel masculino, finales",Finals,Finales,Finais,Finales
RO,M,041,2,3,Men's Four Semifinals,"Quatre de Pointe Homme, 1/2 finales","Quatro sem masculino, semifinais","Cuatro sin timonel masc, semifinales",Men's Four Semifinals,"Quatre de Pointe Sans Barreur Homme, demi-finales","Quatro sem masculino, semifinais","Cuatro sin timonel masculino, semifinales",Semifinals,Demi-finales,Semifinais,Semifinales
RO,M,041,3,3,Men's Four Quarterfinals,"Quatre de Pointe Homme, 1/4 finale","Quatro sem masculino, quartas de final","Cuatro sin timonel masc, 1/4 final",Men's Four Quarterfinals,"Quatre de Pointe Sans Barreur Homme, quarts de finale","Quatro sem masculino, quartas de final","Cuatro sin timonel masculino, cuartos de final",Quarterfinals,Quart de finale,Quartas de Final,Cuartos de final
RO,M,041,8,3,Men's Four Repechages,"Quatre de Pointe Homme, repêchages","Quatro sem masculino, repescagens","Cuatro sin timonel masc, repescas",Men's Four Repechages,"Quatre de Pointe Sans Barreur Homme, repêchages","Quatro sem masculino, repescagens","Cuatro sin timonel masculino, repescas",Repechages,Repêchages,Repescagens,Repescas
RO,M,041,9,3,Men's Four Heats,"Quatre de Pointe Homme, éliminatoires","Quatro sem masculino, eliminatórias","Cuatro sin timonel masc, mangas elim.",Men's Four Heats,"Quatre de Pointe Sans Barreur Homme, éliminatoires","Quatro sem masculino, eliminatórias","Cuatro sin timonel masculino, mangas eliminatorias",Heats,Éliminatoires,Eliminatórias,Mangas eliminatorias
RO,M,041,M,6,Men's Four Victory Ceremony,"Quatre de Pointe Homme, remise médailles","Quatro sem masculino, cer. premiação","Cuatro sin timonel masc, cer. medallas",Men's Four Victory Ceremony,"Quatre de Pointe Sans Barreur Homme, cérémonie de remise des médailles","Quatro sem masculino, cerimônia de entrega das medalhas","Cuatro sin timonel masculino, ceremonia de entrega de medallas",Victory Ceremony,Cérémonie de remise des médailles,Cerimônia de entrega das medalhas,Ceremonia de entrega de medallas
RO,M,041,P,3,Men's Four Pre. Race for Ln,"Quatre de Pointe Homme, prélim. couloirs","Quatro sem masc, baterias classific","Cuatro sin timonel masc, prelim. calles",Men's Four Preliminary Race for Lanes,"Quatre de Pointe Sans Barreur Homme, course préliminaire pour les couloirs","Quatro sem masculino, baterias classificatórias","Cuatro sin timonel masculino, regata preliminar para calles",Preliminary Race for Lanes,Course préliminaire pour les couloirs,Baterias classificatórias,Regata preliminar para calles
RO,M,042,0,8,Men's Quad. Sculls,Quatre de Couple Homme,Four-skiff masculino,Cuatro pares de remos cortos masculino,Men's Quadruple Sculls,Quatre de Couple Homme,Four-skiff masculino,Cuatro pares de remos cortos masculino,"","","",
RO,M,042,1,3,Men's Quad. Sculls Finals,"Quatre de Couple Homme, finales","Four-skiff masculino, finais","4 pares remos cortos masc, finales",Men's Quadruple Sculls Finals,"Quatre de Couple Homme, finales","Four-skiff masculino, finais","Cuatro pares de remos cortos masculino, finales",Finals,Finales,Finais,Finales
RO,M,042,2,3,Men's Quad. Sculls Semifinals,"Quatre de Couple Homme, 1/2 finales","Four-skiff masculino, semifinais","4 pares remos cortos masc, semifinales",Men's Quadruple Sculls Semifinals,"Quatre de Couple Homme, demi-finales","Four-skiff masculino, semifinais","Cuatro pares de remos cortos masculino, semifinales",Semifinals,Demi-finales,Semifinais,Semifinales
RO,M,042,3,3,Men's Quad. Sculls Quarterfinals,"Quatre de Couple Homme, 1/4 finale","Four-skiff masculino, quartas de final","4 pares remos cortos masc, 1/4 final",Men's Quadruple Sculls Quarterfinals,"Quatre de Couple Homme, quarts de finale","Four-skiff masculino, quartas de final","Cuatro pares de remos cortos masculino, cuartos de final",Quarterfinals,Quarts de finale,Quartas de Final,Cuartos de final
RO,M,042,8,3,Men's Quad. Sculls Repechages,"Quatre de Couple Homme, repêchages","Four-skiff masculino, repescagens","4 pares remos cortos masc, repescas",Men's Quadruple Sculls Repechages,"Quatre de Couple Homme, repêchages","Four-skiff masculino, repescagens","Cuatro pares de remos cortos masculino, repescas",Repechages,Repêchages,Repescagens,Repescas
RO,M,042,9,3,Men's Quad. Sculls Heats,"Quatre de Couple Homme, éliminatoires","Four-skiff masculino, eliminatórias","4 pares remos cortos masc, mangas elim.",Men's Quadruple Sculls Heats,"Quatre de Couple Homme, éliminatoires","Four-skiff masculino, eliminatórias","Cuatro pares de remos cortos masculino, mangas eliminatorias",Heats,Éliminatoires,Eliminatórias,Mangas eliminatorias
RO,M,042,M,6,Men's Quad. Sculls Victory Ceremony,"Quatre de Couple Homme, remise médailles","Four-skiff masculino, cer. premiação","4 pares remos cortos masc, cer. medallas",Men's Quadruple Sculls Victory Ceremony,"Quatre de Couple Homme, cérémonie de remise des médailles","Four-skiff masculino, cerimônia de entrega das medalhas","Cuatro pares de remos cortos masculino, ceremonia de entrega de medallas",Victory Ceremony,Cérémonie de remise des médailles,Cerimônia de entrega das medalhas,Ceremonia de entrega de medallas
RO,M,042,P,3,Men's Quad. Sculls Pre. Race for Ln,"Quatre de Couple Homme, prélim. couloirs","Four-skiff masc, baterias classific","4 pares remos cortos masc, prelim calles",Men's Quadruple Sculls Preliminary Race for Lanes,"Quatre de Couple Homme, course préliminaire pour les couloirs","Four-skiff masculino, baterias classificatórias","Cuatro pares de remos cortos masculino, regata preliminar para calles",Preliminary Race for Lanes,Course préliminaire pour les couloirs,Baterias classificatórias,Regata preliminar para calles
RO,M,083,0,8,Men's Eight,Huit de Pointe Hommes,Oito com masculino,Ocho con timonel masculino,Men's Eight,Huit de Pointe avec Barreur Hommes,Oito com masculino,Ocho con timonel masculino,"","","",
RO,M,083,1,3,Men's Eight Finals,"Huit de Pointe Hommes, finales","Oito com masculino, finais","Ocho con timonel masc, finales",Men's Eight Finals,"Huit de Pointe avec Barreur Hommes, finales","Oito com masculino, finais","Ocho con timonel masculino, finales",Finals,Finales,Finais,Finales
RO,M,083,2,3,Men's Eight Semifinals,"Huit de Pointe Hommes, 1/2 finales","Oito com masculino, semifinais","Ocho con timonel masc, semifinales",Men's Eight Semifinals,"Huit de Pointe avec Barreur Hommes, demi-finales","Oito com masculino, semifinais","Ocho con timonel masculino, semifinales",Semifinals,Demi-finales,Semifinais,Semifinales
RO,M,083,3,3,Men's Eight Quarterfinals,"Huit de Pointe Hommes, 1/4 finale","Oito com masculino, quartas de final","Ocho con timonel masc, 1/4 final",Men's Eight Quarterfinals,"Huit de Pointe avec Barreur Hommes, quarts de finale","Oito com masculino, quartas de final","Ocho con timonel masculino, cuartos de final",Quarterfinals,Quarts de finale,Quartas de Final,Cuartos de final
RO,M,083,8,3,Men's Eight Repechages,"Huit de Pointe Hommes, repêchages","Oito com masculino, repescagens","Ocho con timonel masc, repescas",Men's Eight Repechages,"Huit de Pointe avec Barreur Hommes, repêchages","Oito com masculino, repescagens","Ocho con timonel masculino, repescas",Repechages,Repêchages,Repescagens,Repescas
RO,M,083,9,3,Men's Eight Heats,"Huit de Pointe Hommes, éliminatoires","Oito com masculino, eliminatórias","Ocho con timonel masc, mangas elim.",Men's Eight Heats,"Huit de Pointe avec Barreur Hommes, éliminatoires","Oito com masculino, eliminatórias","Ocho con timonel masculino, mangas eliminatorias",Heats,Éliminatoires,Eliminatórias,Mangas eliminatorias
RO,M,083,M,6,Men's Eight Victory Ceremony,"Huit de Pointe Hommes, remise médailles","Oito com masculino, cer. premiação","Ocho con timonel masc, cer. medallas",Men's Eight Victory Ceremony,"Huit de Pointe avec Barreur Hommes, cérémonie de remise des médailles","Oito com masculino, cerimônia de entrega das medalhas","Ocho con timonel masculino, ceremonia de entrega de medallas",Victory Ceremony,Cérémonie de remise des médailles,Cerimônia de entrega das medalhas,Ceremonia de entrega de medallas
RO,M,083,P,3,Men's Eight Pre. Race for Ln,"Huit de Pointe Hommes, prélim. couloirs","Oito com masc, baterias classificatórias","Ocho con timonel masc, prelim. calles",Men's Eight Preliminary Race for Lanes,"Huit de Pointe avec Barreur Hommes, course préliminaire pour les couloirs","Oito com masculino, baterias classificatórias","Ocho con timonel masculino, regata preliminar para calles",Preliminary Race for Lanes,Course préliminaire pour les couloirs,Baterias classificatórias,Regata preliminar para calles
RO,M,122,0,8,LWT Men's Double Sculls,Deux de Couple Homme Poids Léger,Double-skiff peso leve masculino,Doble par remos cortos ligero masculino,Lightweight Men's Double Sculls,Deux de Couple Homme Poids Léger,Double-skiff peso leve masculino,Doble par de remos cortos peso ligero masculino,"","","",
RO,M,122,1,3,LWT Men's Double Sculls Finals,"Deux de Couple Homme PL, finales","Double-skiff peso leve masculino, finais","2 par remos cortos lig masc, finales",Lightweight Men's Double Sculls Finals,"Deux de Couple Homme Poids Léger, finales","Double-skiff peso leve masculino, finais","Doble par de remos cortos peso ligero masculino, finales",Finals,Finales,Finais,Finales
RO,M,122,2,3,LWT Men's Double Sculls Semifinals,"Deux de Couple Homme PL, 1/2 finales","Double-skiff peso leve masculino, 1/2","2 par remos cortos lig masc, semifinales",Lightweight Men's Double Sculls Semifinals,"Deux de Couple Homme Poids Léger, demi-finales","Double-skiff peso leve masculino, semifinais","Doble par de remos cortos peso ligero masculino, semifinales",Semifinals,Demi-finales,Semifinais,Semifinales
RO,M,122,3,3,LWT Men's Double Sculls Quarterfinals,"Deux de Couple Homme PL, 1/4 finale","Double-skiff peso leve masculino, 1/4","2 par remos cortos lig masc, 1/4 final",Lightweight Men's Double Sculls Quarterfinals,"Deux de Couple Homme Poids Léger, quarts de finale","Double-skiff peso leve masculino, quartas de final","Doble par de remos cortos peso ligero masculino, cuartos de final",Quarterfinals,Quarts de finale,Quartas de Final,Cuartos de final
RO,M,122,8,3,LWT Men's Double Sculls Repechages,"Deux de Couple Homme PL, repêchages","Double-skiff peso leve masc, repescagens","2 par remos cortos lig masc, repescas",Lightweight Men's Double Sculls Repechages,"Deux de Couple Homme Poids Léger, repêchages","Double-skiff peso leve masculino, repescagens","Doble par de remos cortos peso ligero masculino, repescas",Repechages,Repêchages,Repescagens,Repescas
RO,M,122,9,3,LWT Men's Double Sculls Heats,"Deux de Couple Homme PL, éliminatoires","2-skiff peso leve masc, eliminatórias","2 par remos cortos lig masc, mangas elim",Lightweight Men's Double Sculls Heats,"Deux de Couple Homme Poids Léger, éliminatoires","Double-skiff peso leve masculino, eliminatórias","Doble par de remos cortos peso ligero masculino, mangas eliminatorias",Heats,Éliminatoires,Eliminatórias,Mangas eliminatorias
RO,M,122,M,6,LWT Men's Double Sculls Victory Ceremony,"Deux de Couple Homme PL, remise méd.","2-skiff peso leve masc, cer. premiação","2 par remos cortos lig masc,cer medallas",Lightweight Men's Double Sculls Victory Ceremony,"Deux de Couple Homme Poids Léger, cérémonie de remise des médailles","Double-skiff peso leve masculino, cerimônia de entrega das medalhas","Doble par de remos cortos peso ligero masc, ceremonia de entrega de medallas",Victory Ceremony,Cérémonie de remise des médailles,Cerimônia de entrega das medalhas,Ceremonia de entrega de medallas
RO,M,122,P,3,LWT Men's Double Sculls Pre. Race for Ln,"Deux de Couple Homme PL, couloirs","2-skiff leve masc, baterias classific","2 par remos cortos lig masc,prel. calles",Lightweight Men's Double Sculls Preliminary Race for Lanes,"Deux de Couple Homme Poids Léger, course préliminaire pour les couloirs","Double-skiff peso leve masculino, baterias classificatórias","Doble par de remos cortos ligero masculino, regata preliminar para calles",Preliminary Race for Lanes,Course préliminaire pour les couloirs,Baterias classificatórias,Regata preliminar para calles
RO,M,141,0,8,LWT Men's Four,Quatre de Pointe Homme Poids Léger,Quatro sem peso leve masculino,Cuatro sin timonel ligero masculino,Lightweight Men's Four,Quatre de Pointe Sans Barreur Homme Poids Léger,Quatro sem peso leve masculino,Cuatro sin timonel peso ligero masculino,"","","",
RO,M,141,1,3,LWT Men's Four Finals,"Quatre de Pointe Homme PL, finales","Quatro sem peso leve masculino, finais","4 sin timonel ligero masc, finales",Lightweight Men's Four Finals,"Quatre de Pointe Sans Barreur Homme Poids Léger, finales","Quatro sem peso leve masculino, finais","Cuatro sin timonel peso ligero masculino, finales",Finals,Finales,Finais,Finales
RO,M,141,2,3,LWT Men's Four Semifinals,"Quatre de Pointe Homme PL, 1/2 finales","Quatro sem peso leve masculino, 1/2","4 sin timonel ligero masc, semifinales",Lightweight Men's Four Semifinals,"Quatre de Pointe Sans Barreur Homme Poids Léger, demi-finales","Quatro sem peso leve masculino, semifinais","Cuatro sin timonel peso ligero masculino, semifinales",Semifinals,Demi-finales,Semifinais,Semifinales
RO,M,141,3,3,LWT Men's Four Quarterfinals,"Quatre de Pointe Homme PL, 1/4 finale","Quatro sem peso leve masculino, 1/4","4 sin timonel ligero masc, 1/4 final",Lightweight Men's Four Quarterfinals,"Quatre de Pointe Sans Barreur Homme Poids Léger, quarts de finale","Quatro sem peso leve masculino, quartas de final","Cuatro sin timonel peso ligero masculino, cuartos de final",Quarterfinals,Quarts de finale,Quartas de Final,Cuartos de final
RO,M,141,8,3,LWT Men's Four Repechages,"Quatre de Pointe Homme PL, repêchages","Quatro sem peso leve masc, repescagens","4 sin timonel ligero masc, repescas",Lightweight Men's Four Repechages,"Quatre de Pointe Sans Barreur Homme Poids Léger, repêchages","Quatro sem peso leve masculino, repescagens","Cuatro sin timonel peso ligero masculino, repescas",Repechages,Repêchages,Repescagens,Repescas
RO,M,141,9,3,LWT Men's Four Heats,"Quatre de Pointe Homme PL, éliminatoires","Quatro sem peso leve masc, eliminatórias","4 sin timonel ligero masc, mangas elim.",Lightweight Men's Four Heats,"Quatre de Pointe Sans Barreur Homme Poids Léger, éliminatoires","Quatro sem peso leve masculino, eliminatórias","Cuatro sin timonel peso ligero masculino, mangas eliminatorias",Heats,Éliminatoires,Eliminatórias,Mangas eliminatorias
