Discipline,Gender,Event,phase,type,ENG Description,FRA Description,POR Description,ENG longdescription,FRA longdescription,POR longdescription,ENG phase Description,FRA phase Description,POR phase Description
RO,M,141,8,3,LWT Men's Four Repechages,"4 pointe pds légers - hom., repêchages","Quatro sem peso leve masc, repescagens",Lightweight Men's Four Repechages,"Quatre en pointe poids légers - hommes, repêchages","Quatro sem peso leve masculino, repescagens",Repechages,Repêchages,Repescagens
RO,M,141,9,3,LWT Men's Four Heats,"4 en pointe poids légers - hom., élimin.","Quatro sem peso leve masc, eliminatórias",Lightweight Men's Four Heats,"Quatre en pointe poids légers - hommes, éliminatoires","Quatro sem peso leve masculino, eliminatórias",Heats,Éliminatoires,Eliminatórias
RO,M,141,M,6,LWT Men's Four Victory Ceremony,"4 pointe pds légers - hom., remise méd.","4 sem peso leve masc, cer. premiação",Lightweight Men's Four Victory Ceremony,"Quatre en pointe poids légers - hommes, cérémonie de remise des médailles","Quatro sem peso leve masculino, cerimônia de entrega das medalhas",Victory Ceremony,Remise des médailles,Cerimônia de entrega das medalhas
RO,M,141,P,3,LWT Men's Four Pre. Race for Ln,"4 pointe pds légers - hommes, couloirs","4 sem peso leve masc, baterias classific",Lightweight Men's Four Preliminary Race for Lanes,"Quatre de pointe poids légers - hommes, course préliminaire pour les couloirs","Quatro sem peso leve masculino, baterias classificatórias",Preliminary Race for Lanes,Course préliminaire pour les couloirs,Baterias classificatórias
RO,W,000,0,8,Women,Femmes,Feminino,Women,Femmes,Feminino,"","",""
RO,W,012,0,8,Women's Single Sculls,Skiff - femmes,Single-skiff feminino,Women's Single Sculls,"Un rameur, skiff - femmes",Single-skiff feminino,"","",""
RO,W,012,1,3,Women's Single Sculls Finals,"Skiff - femmes, finales","Single-skiff feminino, finais",Women's Single Sculls Finals,"Un rameur, skiff - femmes, finales","Single-skiff feminino, finais",Finals,Finales,Finais
RO,W,012,2,3,Women's Single Sculls Semifinals,"Skiff - femmes, demi-finales","Single-skiff feminino, semifinais",Women's Single Sculls Semifinals,"Un rameur, skiff - femmes, demi-finales","Single-skiff feminino, semifinais",Semifinals,Demi-finales,Semifinais
RO,W,012,3,3,Women's Single Sculls Quarterfinals,"Skiff - femmes, quarts de finale","Single-skiff feminino, quartas de final ",Women's Single Sculls Quarterfinals,"Un rameur, skiff - femmes, quarts de finale","Single-skiff feminino, quartas de final ",Quarterfinals,Quarts de finale,Quartas de Final
RO,W,012,8,3,Women's Single Sculls Repechages,"Skiff - femmes, repêchages","Single-skiff feminino, repescagens",Women's Single Sculls Repechages,"Un rameur, skiff - femmes, repêchages","Single-skiff feminino, repescagens",Repechages,Repêchages,Repescagens
RO,W,012,9,3,Women's Single Sculls Heats,"Skiff - femmes, éliminatoires","Single-skiff feminino, eliminatórias",Women's Single Sculls Heats,"Un rameur, skiff - femmes, éliminatoires","Single-skiff feminino, eliminatórias",Heats,Éliminatoires,Eliminatórias
RO,W,012,M,6,Women's Single Sculls Victory Ceremony,"Skiff - femmes, remise des médailles","Single-skiff feminino, cer. premiação",Women's Single Sculls Victory Ceremony,"Un rameur, skiff - femmes, cérémonie de remise des médailles","Single-skiff feminino, cerimônia de entrega das medalhas",Victory Ceremony,Remise des médailles,Cerimônia de entrega das medalhas
RO,W,012,P,3,Women's Single Sculls Pre. Race for Ln,"1 de couple - femmes, prélim. couloirs","Single-skiff fem, baterias classific",Women's Single Sculls Preliminary Race for Lanes,"Un de couple - femmes, course préliminaire pour les couloirs","Single-skiff feminino, baterias classificatórias",Preliminary Race for Lanes,Course préliminaire pour les couloirs,Baterias classificatórias
RO,W,021,0,8,Women's Pair,2 en pointe - femmes,Dois sem feminino,Women's Pair,Deux en pointe - femmes,Dois sem feminino,"","",""
RO,W,021,1,3,Women's Pair Finals,"2 en pointe - femmes, finales","Dois sem feminino, finais",Women's Pair Finals,"Deux en pointe - femmes, finales","Dois sem feminino, finais",Finals,Finales,Finais
RO,W,021,2,3,Women's Pair Semifinals,"2 en pointe - femmes, 1/2 finales","Dois sem feminino, semifinais",Women's Pair Semifinals,"Deux en pointe - femmes, demi-finales","Dois sem feminino, semifinais",Semifinals,Demi-finales,Semifinais
RO,W,021,3,3,Women's Pair Quarterfinals,"2 en pointe - femmes, 1/4 finale","Dois sem feminino, quartas de final",Women's Pair Quarterfinals,"Deux en pointe - femmes, quarts de finale","Dois sem feminino, quartas de final",Quarterfinals,Quarts de finale,Quartas de Final
RO,W,021,8,3,Women's Pair Repechages,"2 en pointe - femmes, repêchages","Dois sem feminino, repescagens",Women's Pair Repechages,"Deux en pointe - femmes, repêchages","Dois sem feminino, repescagens",Repechages,Repêchages,Repescagens
RO,W,021,9,3,Women's Pair Heats,"2 en pointe - femmes, éliminatoires","Dois sem feminino, eliminatórias",Women's Pair Heats,"Deux en pointe - femmes, éliminatoires","Dois sem feminino, eliminatórias",Heats,Éliminatoires,Eliminatórias
RO,W,021,M,6,Women's Pair Victory Ceremony,"2 en pointe - femmes, remise médailles","Dois sem feminino, cer. premiação",Women's Pair Victory Ceremony,"Deux en pointe - femmes, cérémonie de remise des médailles","Dois sem feminino, cerimônia de entrega das medalhas",Victory Ceremony,Remise des médailles,Cerimônia de entrega das medalhas
RO,W,021,P,3,Women's Pair Pre. Race for Ln,"2 de pointe - femmes, prélim. couloirs","Dois sem fem, baterias classificatórias",Women's Pair Preliminary Race for Lanes,"Deux de pointe - femmes, course préliminaire pour les couloirs","Dois sem feminino, baterias classificatórias",Preliminary Race for Lanes,Course préliminaire pour les couloirs,Baterias classificatórias
RO,W,022,0,8,Women's Double Sculls,2 en couple - femmes,Double-skiff feminino,Women's Double Sculls,Deux en couple - femmes,Double-skiff feminino,"","",""
RO,W,022,1,3,Women's Double Sculls Finals,"2 en couple - femmes, finales","Double-skiff feminino, finais",Women's Double Sculls Finals,"Deux en couple - femmes, finales","Double-skiff feminino, finais",Finals,Finales,Finais
RO,W,022,2,3,Women's Double Sculls Semifinals,"2 en couple - femmes, 1/2 finale","Double-skiff feminino, semifinais",Women's Double Sculls Semifinals,"Deux en couple - femmes, demi-finales","Double-skiff feminino, semifinais",Semifinals,Demi-finales,Semifinais
RO,W,022,3,3,Women's Double Sculls Quarterfinals,"2 en couple - femmes, 1/4 finale","Double-skiff feminino, quartas de final ",Women's Double Sculls Quarterfinals,"Deux en couple - femmes, quarts de finale","Double-skiff feminino, quartas de final ",Quarterfinals,Quart de finale,Quartas de Final
RO,W,022,8,3,Women's Double Sculls Repechages,"2 en couple - femmes, repêchages","Double-skiff feminino, repescagens",Women's Double Sculls Repechages,"Deux en couple - femmes, repêchages","Double-skiff feminino, repescagens",Repechages,Repêchages,Repescagens
RO,W,022,9,3,Women's Double Sculls Heats,"2 en couple - femmes, éliminatoires","Double-skiff feminino, eliminatórias",Women's Double Sculls Heats,"Deux en couple - femmes, éliminatoires","Double-skiff feminino, eliminatórias",Heats,Éliminatoires,Eliminatórias
RO,W,022,M,6,Women's Double Sculls Victory Ceremony,"2 en couple - femmes, remise médailles","Double-skiff feminino, cer. premiação",Women's Double Sculls Victory Ceremony,"Deux en couple - femmes, cérémonie de remise des médailles","Double-skiff feminino, cerimônia de entrega das medalhas",Victory Ceremony,Remise des médailles,Cerimônia de entrega das medalhas
RO,W,022,P,3,Women's Double Sculls Pre. Race for Ln,"2 de couple - femmes, prélim. couloirs","Double-skiff fem, baterias classific",Women's Double Sculls Preliminary Race for Lanes,"Deux de couple - femmes, course préliminaire pour les couloirs","Double-skiff feminino, baterias classificatórias",Preliminary Race for Lanes,Course préliminaire pour les couloirs,Baterias classificatórias
RO,W,042,0,8,Women's Quad. Sculls,4 en couple - femmes,Four-skiff feminino,Women's Quadruple Sculls,Quatre en couple - femmes,Four-skiff feminino,"","",""
RO,W,042,1,3,Women's Quad. Sculls Finals,"4 en couple - femmes, finales","Four-skiff feminino, finais",Women's Quadruple Sculls Finals,"Quatre en couple - femmes, finales","Four-skiff feminino, finais",Finals,Finales,Finais
RO,W,042,2,3,Women's Quad. Sculls Semifinals,"4 en couple - femmes, 1/2 finales","Four-skiff feminino, semifinais",Women's Quadruple Sculls Semifinals,"Quatre en couple - femmes, demi-finales","Four-skiff feminino, semifinais",Semifinals,Demi-finales,Semifinais
RO,W,042,3,3,Women's Quad. Sculls Quarterfinals,"4 en couple - femmes, 1/4 finale","Four-skiff feminino, quartas de final",Women's Quadruple Sculls Quarterfinals,"Quatre en couple - femmes, quarts de finale","Four-skiff feminino, quartas de final",Quarterfinals,Quarts de finale,Quartas de Final
RO,W,042,8,3,Women's Quad. Sculls Repechages,"4 en couple - femmes, repêchages","Four-skiff feminino, repescagens",Women's Quadruple Sculls Repechages,"Quatre en couple - femmes, repêchages","Four-skiff feminino, repescagens",Repechages,Repêchages,Repescagens
RO,W,042,9,3,Women's Quad. Sculls Heats,"4 en couple - femmes, éliminatoires","Four-skiff fem, fase classificatória",Women's Quadruple Sculls Heats,"Quatre en couple - femmes, éliminatoires","Four-skiff feminino, eliminatórias",Heats,Éliminatoires,Eliminatórias
RO,W,042,M,6,Women's Quad. Sculls Victory Ceremony,"4 en couple - femmes, remise médailles","Four-skiff feminino, cer. premiação",Women's Quadruple Sculls Victory Ceremony,"Quatre en couple - femmes, cérémonie de remise des médailles","Four-skiff feminino, cerimônia de entrega das medalhas",Victory Ceremony,Remise des médailles,Cerimônia de entrega das medalhas
RO,W,042,P,3,Women's Quad. Sculls Pre. Race for Ln,"4 de couple - femmes, prélim. couloirs","Four-skiff fem, baterias classific",Women's Quadruple Sculls Preliminary Race for Lanes,"Quatre de couple - femmes, course préliminaire pour les couloirs","Four-skiff feminino, baterias classificatórias",Preliminary Race for Lanes,Course préliminaire pour les couloirs,Baterias classificatórias
RO,W,083,0,8,Women's Eight,8 en pointe - femmes,Oito com feminino,Women's Eight,Huit en pointe - femmes,Oito com feminino,"","",""
RO,W,083,1,3,Women's Eight Finals,"8 en pointe - femmes, finales","Oito com feminino, finais",Women's Eight Finals,"Huit en pointe - femmes, finales","Oito com feminino, finais",Finals,Finales,Finais
RO,W,083,2,3,Women's Eight Semifinals,"8 en pointe - femmes, 1/2 finales","Oito com feminino, semifinais",Women's Eight Semifinals,"Huit en pointe - femmes, demi-finales","Oito com feminino, semifinais",Semifinals,Demi-finales,Semifinais
RO,W,083,3,3,Women's Eight Quarterfinals,"8 en pointe - femmes, 1/4 finale","Oito com feminino, quartas de final ",Women's Eight Quarterfinals,"Huit en pointe - femmes, quarts de finale","Oito com feminino, quartas de final ",Quarterfinals,Quarts de finale,Quartas de Final
RO,W,083,8,3,Women's Eight Repechages,"8 en pointe - femmes, repêchages","Oito com feminino, repescagens",Women's Eight Repechages,"Huit en pointe - femmes, repêchages","Oito com feminino, repescagens",Repechages,Repêchages,Repescagens
RO,W,083,9,3,Women's Eight Heats,"8 en pointe - femmes, éliminatoires","Oito com feminino, eliminatórias",Women's Eight Heats,"Huit en pointe - femmes, éliminatoires","Oito com feminino, eliminatórias",Heats,Éliminatoires,Eliminatórias
RO,W,083,M,6,Women's Eight Victory Ceremony,"8 en pointe - femmes, remise médailles","Oito com feminino, cer. premiação",Women's Eight Victory Ceremony,"Huit en pointe - femmes, cérémonie de remise des médailles","Oito com feminino, cerimônia de entrega das medalhas",Victory Ceremony,Remise des médailles,Cerimônia de entrega das medalhas
RO,W,083,P,3,Women's Eight Pre. Race for Ln,"8 de pointe - femmes, prélim. couloirs","Oito com feminino, baterias classific",Women's Eight Preliminary Race for Lanes,"Huit de pointe - femmes, course préliminaire pour les couloirs","Oito com feminino, baterias classificatórias",Preliminary Race for Lanes,Course préliminaire pour les couloirs,Baterias classificatórias
RO,W,122,0,8,LWT Women's Double Sculls,2 en couple poids légers - femmes,Double-skiff peso leve feminino,Lightweight Women's Double Sculls,Deux en couple poids légers - femmes,Double-skiff peso leve feminino,"","",""
RO,W,122,1,3,LWT Women's Double Sculls Finals,"2 en couple poids légers - fem., finales","Double-skiff peso leve feminino, finais",Lightweight Women's Double Sculls Finals,"Deux en couple poids légers - femmes, finales","Double-skiff peso leve feminino, finais",Finals,Finales,Finais
RO,W,122,2,3,LWT Women's Double Sculls Semifinals,"2 couple pds légers - fem., 1/2 finales","Double-skiff peso leve feminino, 1/2",Lightweight Women's Double Sculls Semifinals,"Deux en couple poids légers - femmes, demi-finales","Double-skiff peso leve feminino, semifinais",Semifinals,Demi-finales,Semifinais
RO,W,122,3,3,LWT Women's Double Sculls Quarterfinals,"2 couple pds légers - fem., 1/4 finale","Double-skiff peso leve feminino, 1/4 ",Lightweight Women's Double Sculls Quarterfinals,"Deux en couple poids légers - femmes, quarts de finale","Double-skiff peso leve feminino, quartas de final ",Quarterfinals,Quarts de finale,Quartas de Final
RO,W,122,8,3,LWT Women's Double Sculls Repechages,"2 couple poids légers - fem., repêchages","Double-skiff peso leve fem, repescagens",Lightweight Women's Double Sculls Repechages,"Deux en couple poids légers - femmes, repêchages","Double-skiff peso leve feminino, repescagens",Repechages,Repêchages,Repescagens
RO,W,122,9,3,LWT Women's Double Sculls Heats,"2 en couple poids légers - fem., élimin.","2-skiff peso leve fem, eliminatórias",Lightweight Women's Double Sculls Heats,"Deux en couple poids légers - femmes, éliminatoires","Double-skiff peso leve feminino, eliminatórias",Heats,Éliminatoires,Eliminatórias
RO,W,122,M,6,LWT Women's Dbl Sculls Victory Ceremony,"2 couple pds légers - fem., remise méd.","2-skiff peso leve fem, cer. premiação",Lightweight Women's Double Sculls Victory Ceremony,"Deux en couple poids légers - femmes, cérémonie de remise des médailles","Double-skiff peso leve feminino, cerimônia de entrega das medalhas",Victory Ceremony,Remise des médailles,Cerimônia de entrega das medalhas
RO,W,122,P,3,LWT Women's Dbl Sculls Pre. Race for Ln,"2 couple pds légers - femmes, couloirs","2-skiff leve fem, baterias classific",Lightweight Women's Double Sculls Preliminary Race for Lanes,"Deux de couple poids légers - femmes, course préliminaire pour les couloirs","Double-skiff peso leve feminino, baterias classificatórias",Preliminary Race for Lanes,Course préliminaire pour les couloirs,Baterias classificatórias
RU,0,000,0,8,Rugby Sevens,Rugby à 7,Rugby de 7,Rugby Sevens,Rugby à 7,Rugby de 7,"","",""
RU,0,000,Y,8,Rugby Sevens Daily Schedule,"Rugby à 7, calendrier par jour","Rugby de 7, programação diária",Rugby Sevens Daily Schedule,"Rugby à 7, calendrier par jour","Rugby de 7, programação diária","","",""
RU,0,DES,0,8,Deodoro Stadium,Stade de Deodoro,Estádio de Deodoro,Deodoro Stadium,Stade de Deodoro,Estádio de Deodoro,"","",""
RU,M,000,0,8,Men,Hommes,Masculino,Men,Hommes,Masculino,"","",""
RU,M,407,0,8,Men,Hommes,Masculino,Men,Hommes,Masculino,"","",""
RU,M,407,1,3,Men's Finals,"Hommes, finales","Masculino, finais",Men's Finals,"Hommes, finales","Masculino, finais",Finals,Finales,Finais
RU,M,407,2,3,Men's Semi-finals,"Hommes, demi-finales","Masculino, semifinais",Men's Semi-finals,"Hommes, demi-finales","Masculino, semifinais",Semi-finals,Demi-finales,Semifinais
RU,M,407,3,3,Men's Quarter-finals,"Hommes, quarts de finale","Masculino, quartas de final",Men's Quarter-finals,"Hommes, quarts de finale","Masculino, quartas de final",Quarter-finals,Quarts de finale,Quartas de Final
RU,M,407,9,3,Men's Pool Round,"Hommes, poules","Masculino, fase de grupos",Men's Pool Round,"Hommes, poules","Masculino, fase de grupos",Pool Round,Poules,Fase de grupos
RU,M,407,A,3,Men's Pool Round - Pool A,"Hommes, poules - poule A","Masculino, fase de grupos - grupo A",Men's Pool Round - Pool A,"Hommes, poules - poule A","Masculino, fase de grupos - grupo A",Pool Round - Pool A,Poules - poule A,Fase de grupos - grupo A
